"","item1","item2","n"
"41856","corrupção","qdo",1
"41857","cabral","qdo",1
"41858","falará","qdo",1
"41859","parasitas","qdo",1
"41860","abafarão","qdo",1
"41861","imbecis","qdo",1
"41862","darão","qdo",1
"41863","cozidos","qdo",1
"41864","vivos","qdo",1
"41865","acontecer","feia",1
"41866","sempre","feia",1
"41867","povo","feia",1
"41868","verme","feia",1
"41869","falta","feia",1
"41870","bolsonaro","feia",1
"41871","contigo","feia",1
"41872","pr","feia",1
"41873","dessa","feia",1
"41874","poder","feia",1
"41875","inimigos","feia",1
"41876","nação","feia",1
"41877","feito","feia",1
"41878","precisa","feia",1
"41879","acabou","feia",1
"41880","sistema","feia",1
"41881","realmente","feia",1
"41882","merda","feia",1
"41883","daqui","feia",1
"41884","demais","feia",1
"41885","consequências","feia",1
"41886","amor","feia",1
"41887","culpa","feia",1
"41888","saúde","feia",1
"41889","europa","feia",1
"41890","brasileiro","feia",1
"41891","caso","feia",1
"41892","conta","feia",1
"41893","mãos","feia",1
"41894","economia","feia",1
"41895","venha","feia",1
"41896","ódio","feia",1
"41897","eua","feia",1
"41898","pobre","feia",1
"41899","algum","feia",1
"41900","continuar","feia",1
"41901","rj","feia",1
"41902","menos","feia",1
"41903","perfeito","feia",1
"41904","sérgio","feia",1
"41905","segurança","feia",1
"41906","gera","feia",1
"41907","mídia","feia",1
"41908","independente","feia",1
"41909","maiores","feia",1
"41910","missões","feia",1
"41911","cumpriu","feia",1
"41912","escancarar","feia",1
"41913","psicopatas","feia",1
"41914","imundos","feia",1
"41915","miserável","feia",1
"41916","derrotista","feia",1
"41917","tenra","feia",1
"41918","idade","feia",1
"41919","implantado","feia",1
"41920","sentimento","feia",1
"41921","vitimista","feia",1
"41922","idéia","feia",1
"41923","rico","feia",1
"41924","privilegiado","feia",1
"41925","financeiramente","feia",1
"41926","praticamente","feia",1
"41927","destinado","feia",1
"41928","fracasso","feia",1
"41929","revolta","feia",1
"41930","combustível","feia",1
"41931","militantes","feia",1
"41932","travestidos","feia",1
"41933","professores","feia",1
"41934","soças","feia",1
"41935","leblon","feia",1
"41936","encontram","feia",1
"41937","apatia","feia",1
"41938","perspectiva","feia",1
"41939","inspiração","feia",1
"41940","músicas","feia",1
"41941","filmes","feia",1
"41942","pensar","feia",1
"41943","aparentavam","feia",1
"41944","serem","feia",1
"41945","criaturas","feia",1
"41946","nobres","feia",1
"41947","sensíveis","feia",1
"41948","2018","feia",1
"41949","mostrou","feia",1
"41950","galerinha","feia",1
"41951","câncer","feia",1
"41952","extirpado","feia",1
"41953","decidir","feia",1
"41954","assumirá","feia",1
"41955","exato","feia",1
"41956","momento","feia",1
"41957","lhos","feia",1
"41958","voltarem","feia",1
"41959","roubara","feia",1
"41960","dobro","feia",1
"41961","roubaram","feia",1
"41962","esbaldar","feia",1
"41963","reflexos","feia",1
"41964","gdes","feia",1
"41965","infraestrutura","feia",1
"41966","brutais","feia",1
"41967","diferentemente","feia",1
"41968","mensalão","feia",1
"41969","operação","feia",1
"41970","lava","feia",1
"41971","jato","feia",1
"41972","escândalos","feia",1
"41973","corrupção","feia",1
"41974","cabral","feia",1
"41975","falará","feia",1
"41976","parasitas","feia",1
"41977","abafarão","feia",1
"41978","imbecis","feia",1
"41979","darão","feia",1
"41980","cozidos","feia",1
"41981","vivos","feia",1
"41982","qdo","feia",1
"41983","acontecer","mesmos",1
"41984","urnas","mesmos",1
"41985","sempre","mesmos",1
"41986","verme","mesmos",1
"41987","falta","mesmos",1
"41988","contigo","mesmos",1
"41989","pr","mesmos",1
"41990","dessa","mesmos",1
"41991","político","mesmos",1
"41992","poder","mesmos",1
"41993","inimigos","mesmos",1
"41994","nação","mesmos",1
"41995","feito","mesmos",1
"41996","precisa","mesmos",1
"41997","acabou","mesmos",1
"41998","sistema","mesmos",1
"41999","realmente","mesmos",1
"42000","merda","mesmos",1
"42001","daqui","mesmos",1
"42002","gado","mesmos",1
"42003","quase","mesmos",1
"42004","esquerda","mesmos",1
"42005","políticos","mesmos",1
"42006","demais","mesmos",1
"42007","altos","mesmos",1
"42008","salários","mesmos",1
"42009","aliados","mesmos",1
"42010","consequências","mesmos",1
"42011","maldade","mesmos",1
"42012","amor","mesmos",1
"42013","comunistas","mesmos",1
"42014","receber","mesmos",1
"42015","culpa","mesmos",1
"42016","saúde","mesmos",1
"42017","europa","mesmos",1
"42018","jeito","mesmos",1
"42019","brasileiro","mesmos",1
"42020","pior","mesmos",1
"42021","mal","mesmos",1
"42022","caso","mesmos",1
"42023","conta","mesmos",1
"42024","saber","mesmos",1
"42025","mãos","mesmos",1
"42026","economia","mesmos",1
"42027","venha","mesmos",1
"42028","ódio","mesmos",1
"42029","eua","mesmos",1
"42030","pobre","mesmos",1
"42031","algum","mesmos",1
"42032","lugar","mesmos",1
"42033","continuar","mesmos",1
"42034","rj","mesmos",1
"42035","candidatos","mesmos",1
"42036","menos","mesmos",1
"42037","termos","mesmos",1
"42038","perfeito","mesmos",1
"42039","sérgio","mesmos",1
"42040","segurança","mesmos",1
"42041","verdadeiro","mesmos",1
"42042","gera","mesmos",1
"42043","mídia","mesmos",1
"42044","independente","mesmos",1
"42045","maiores","mesmos",1
"42046","missões","mesmos",1
"42047","cumpriu","mesmos",1
"42048","escancarar","mesmos",1
"42049","psicopatas","mesmos",1
"42050","imundos","mesmos",1
"42051","miserável","mesmos",1
"42052","derrotista","mesmos",1
"42053","tenra","mesmos",1
"42054","idade","mesmos",1
"42055","implantado","mesmos",1
"42056","sentimento","mesmos",1
"42057","vitimista","mesmos",1
"42058","idéia","mesmos",1
"42059","rico","mesmos",1
"42060","privilegiado","mesmos",1
"42061","financeiramente","mesmos",1
"42062","praticamente","mesmos",1
"42063","destinado","mesmos",1
"42064","fracasso","mesmos",1
"42065","revolta","mesmos",1
"42066","combustível","mesmos",1
"42067","militantes","mesmos",1
"42068","travestidos","mesmos",1
"42069","professores","mesmos",1
"42070","soças","mesmos",1
"42071","leblon","mesmos",1
"42072","encontram","mesmos",1
"42073","apatia","mesmos",1
"42074","perspectiva","mesmos",1
"42075","inspiração","mesmos",1
"42076","músicas","mesmos",1
"42077","filmes","mesmos",1
"42078","pensar","mesmos",1
"42079","aparentavam","mesmos",1
"42080","serem","mesmos",1
"42081","criaturas","mesmos",1
"42082","nobres","mesmos",1
"42083","sensíveis","mesmos",1
"42084","2018","mesmos",1
"42085","mostrou","mesmos",1
"42086","galerinha","mesmos",1
"42087","câncer","mesmos",1
"42088","extirpado","mesmos",1
"42089","decidir","mesmos",1
"42090","assumirá","mesmos",1
"42091","exato","mesmos",1
"42092","momento","mesmos",1
"42093","lhos","mesmos",1
"42094","voltarem","mesmos",1
"42095","roubara","mesmos",1
"42096","dobro","mesmos",1
"42097","roubaram","mesmos",1
"42098","esbaldar","mesmos",1
"42099","reflexos","mesmos",1
"42100","gdes","mesmos",1
"42101","infraestrutura","mesmos",1
"42102","brutais","mesmos",1
"42103","diferentemente","mesmos",1
"42104","mensalão","mesmos",1
"42105","operação","mesmos",1
"42106","lava","mesmos",1
"42107","jato","mesmos",1
"42108","escândalos","mesmos",1
"42109","corrupção","mesmos",1
"42110","cabral","mesmos",1
"42111","falará","mesmos",1
"42112","parasitas","mesmos",1
"42113","abafarão","mesmos",1
"42114","imbecis","mesmos",1
"42115","darão","mesmos",1
"42116","cozidos","mesmos",1
"42117","vivos","mesmos",1
"42118","qdo","mesmos",1
"42119","feia","mesmos",1
"42120","acontecer","jornazistas",1
"42121","sempre","jornazistas",1
"42122","povo","jornazistas",1
"42123","verme","jornazistas",1
"42124","falta","jornazistas",1
"42125","bolsonaro","jornazistas",1
"42126","contigo","jornazistas",1
"42127","pr","jornazistas",1
"42128","dessa","jornazistas",1
"42129","poder","jornazistas",1
"42130","inimigos","jornazistas",1
"42131","nação","jornazistas",1
"42132","feito","jornazistas",1
"42133","precisa","jornazistas",1
"42134","acabou","jornazistas",1
"42135","sistema","jornazistas",1
"42136","realmente","jornazistas",1
"42137","merda","jornazistas",1
"42138","daqui","jornazistas",1
"42139","demais","jornazistas",1
"42140","consequências","jornazistas",1
"42141","amor","jornazistas",1
"42142","culpa","jornazistas",1
"42143","saúde","jornazistas",1
"42144","europa","jornazistas",1
"42145","brasileiro","jornazistas",1
"42146","caso","jornazistas",1
"42147","conta","jornazistas",1
"42148","mãos","jornazistas",1
"42149","economia","jornazistas",1
"42150","venha","jornazistas",1
"42151","ódio","jornazistas",1
"42152","eua","jornazistas",1
"42153","pobre","jornazistas",1
"42154","algum","jornazistas",1
"42155","continuar","jornazistas",1
"42156","rj","jornazistas",1
"42157","menos","jornazistas",1
"42158","perfeito","jornazistas",1
"42159","sérgio","jornazistas",1
"42160","segurança","jornazistas",1
"42161","gera","jornazistas",1
"42162","mídia","jornazistas",1
"42163","independente","jornazistas",1
"42164","maiores","jornazistas",1
"42165","missões","jornazistas",1
"42166","cumpriu","jornazistas",1
"42167","escancarar","jornazistas",1
"42168","psicopatas","jornazistas",1
"42169","imundos","jornazistas",1
"42170","miserável","jornazistas",1
"42171","derrotista","jornazistas",1
"42172","tenra","jornazistas",1
"42173","idade","jornazistas",1
"42174","implantado","jornazistas",1
"42175","sentimento","jornazistas",1
"42176","vitimista","jornazistas",1
"42177","idéia","jornazistas",1
"42178","rico","jornazistas",1
"42179","privilegiado","jornazistas",1
"42180","financeiramente","jornazistas",1
"42181","praticamente","jornazistas",1
"42182","destinado","jornazistas",1
"42183","fracasso","jornazistas",1
"42184","revolta","jornazistas",1
"42185","combustível","jornazistas",1
"42186","militantes","jornazistas",1
"42187","travestidos","jornazistas",1
"42188","professores","jornazistas",1
"42189","soças","jornazistas",1
"42190","leblon","jornazistas",1
"42191","encontram","jornazistas",1
"42192","apatia","jornazistas",1
"42193","perspectiva","jornazistas",1
"42194","inspiração","jornazistas",1
"42195","músicas","jornazistas",1
"42196","filmes","jornazistas",1
"42197","pensar","jornazistas",1
"42198","aparentavam","jornazistas",1
"42199","serem","jornazistas",1
"42200","criaturas","jornazistas",1
"42201","nobres","jornazistas",1
"42202","sensíveis","jornazistas",1
"42203","2018","jornazistas",1
"42204","mostrou","jornazistas",1
"42205","galerinha","jornazistas",1
"42206","câncer","jornazistas",1
"42207","extirpado","jornazistas",1
"42208","decidir","jornazistas",1
"42209","assumirá","jornazistas",1
"42210","exato","jornazistas",1
"42211","momento","jornazistas",1
"42212","lhos","jornazistas",1
"42213","voltarem","jornazistas",1
"42214","roubara","jornazistas",1
"42215","dobro","jornazistas",1
"42216","roubaram","jornazistas",1
"42217","esbaldar","jornazistas",1
"42218","reflexos","jornazistas",1
"42219","gdes","jornazistas",1
"42220","infraestrutura","jornazistas",1
"42221","brutais","jornazistas",1
"42222","diferentemente","jornazistas",1
"42223","mensalão","jornazistas",1
"42224","operação","jornazistas",1
"42225","lava","jornazistas",1
"42226","jato","jornazistas",1
"42227","escândalos","jornazistas",1
"42228","corrupção","jornazistas",1
"42229","cabral","jornazistas",1
"42230","falará","jornazistas",1
"42231","parasitas","jornazistas",1
"42232","abafarão","jornazistas",1
"42233","imbecis","jornazistas",1
"42234","darão","jornazistas",1
"42235","cozidos","jornazistas",1
"42236","vivos","jornazistas",1
"42237","qdo","jornazistas",1
"42238","feia","jornazistas",1
"42239","mesmos","jornazistas",1
"42240","acontecer","artistinhas",1
"42241","sempre","artistinhas",1
"42242","povo","artistinhas",1
"42243","verme","artistinhas",1
"42244","falta","artistinhas",1
"42245","bolsonaro","artistinhas",1
"42246","contigo","artistinhas",1
"42247","pr","artistinhas",1
"42248","dessa","artistinhas",1
"42249","poder","artistinhas",1
"42250","inimigos","artistinhas",1
"42251","nação","artistinhas",1
"42252","feito","artistinhas",1
"42253","precisa","artistinhas",1
"42254","acabou","artistinhas",1
"42255","sistema","artistinhas",1
"42256","realmente","artistinhas",1
"42257","merda","artistinhas",1
"42258","daqui","artistinhas",1
"42259","demais","artistinhas",1
"42260","consequências","artistinhas",1
"42261","amor","artistinhas",1
"42262","culpa","artistinhas",1
"42263","saúde","artistinhas",1
"42264","europa","artistinhas",1
"42265","brasileiro","artistinhas",1
"42266","caso","artistinhas",1
"42267","conta","artistinhas",1
"42268","mãos","artistinhas",1
"42269","economia","artistinhas",1
"42270","venha","artistinhas",1
"42271","ódio","artistinhas",1
"42272","eua","artistinhas",1
"42273","pobre","artistinhas",1
"42274","algum","artistinhas",1
"42275","continuar","artistinhas",1
"42276","rj","artistinhas",1
"42277","menos","artistinhas",1
"42278","perfeito","artistinhas",1
"42279","sérgio","artistinhas",1
"42280","segurança","artistinhas",1
"42281","gera","artistinhas",1
"42282","mídia","artistinhas",1
"42283","independente","artistinhas",1
"42284","maiores","artistinhas",1
"42285","missões","artistinhas",1
"42286","cumpriu","artistinhas",1
"42287","escancarar","artistinhas",1
"42288","psicopatas","artistinhas",1
"42289","imundos","artistinhas",1
"42290","miserável","artistinhas",1
"42291","derrotista","artistinhas",1
"42292","tenra","artistinhas",1
"42293","idade","artistinhas",1
"42294","implantado","artistinhas",1
"42295","sentimento","artistinhas",1
"42296","vitimista","artistinhas",1
"42297","idéia","artistinhas",1
"42298","rico","artistinhas",1
"42299","privilegiado","artistinhas",1
"42300","financeiramente","artistinhas",1
"42301","praticamente","artistinhas",1
"42302","destinado","artistinhas",1
"42303","fracasso","artistinhas",1
"42304","revolta","artistinhas",1
"42305","combustível","artistinhas",1
"42306","militantes","artistinhas",1
"42307","travestidos","artistinhas",1
"42308","professores","artistinhas",1
"42309","soças","artistinhas",1
"42310","leblon","artistinhas",1
"42311","encontram","artistinhas",1
"42312","apatia","artistinhas",1
"42313","perspectiva","artistinhas",1
"42314","inspiração","artistinhas",1
"42315","músicas","artistinhas",1
"42316","filmes","artistinhas",1
"42317","pensar","artistinhas",1
"42318","aparentavam","artistinhas",1
"42319","serem","artistinhas",1
"42320","criaturas","artistinhas",1
"42321","nobres","artistinhas",1
"42322","sensíveis","artistinhas",1
"42323","2018","artistinhas",1
"42324","mostrou","artistinhas",1
"42325","galerinha","artistinhas",1
"42326","câncer","artistinhas",1
"42327","extirpado","artistinhas",1
"42328","decidir","artistinhas",1
"42329","assumirá","artistinhas",1
"42330","exato","artistinhas",1
"42331","momento","artistinhas",1
"42332","lhos","artistinhas",1
"42333","voltarem","artistinhas",1
"42334","roubara","artistinhas",1
"42335","dobro","artistinhas",1
"42336","roubaram","artistinhas",1
"42337","esbaldar","artistinhas",1
"42338","reflexos","artistinhas",1
"42339","gdes","artistinhas",1
"42340","infraestrutura","artistinhas",1
"42341","brutais","artistinhas",1
"42342","diferentemente","artistinhas",1
"42343","mensalão","artistinhas",1
"42344","operação","artistinhas",1
"42345","lava","artistinhas",1
"42346","jato","artistinhas",1
"42347","escândalos","artistinhas",1
"42348","corrupção","artistinhas",1
"42349","cabral","artistinhas",1
"42350","falará","artistinhas",1
"42351","parasitas","artistinhas",1
"42352","abafarão","artistinhas",1
"42353","imbecis","artistinhas",1
"42354","darão","artistinhas",1
"42355","cozidos","artistinhas",1
"42356","vivos","artistinhas",1
"42357","qdo","artistinhas",1
"42358","feia","artistinhas",1
"42359","mesmos","artistinhas",1
"42360","jornazistas","artistinhas",1
"42361","acontecer","globosta",1
"42362","sempre","globosta",1
"42363","povo","globosta",1
"42364","verme","globosta",1
"42365","falta","globosta",1
"42366","bolsonaro","globosta",1
"42367","contigo","globosta",1
"42368","pr","globosta",1
"42369","dessa","globosta",1
"42370","poder","globosta",1
"42371","inimigos","globosta",1
"42372","nação","globosta",1
"42373","feito","globosta",1
"42374","precisa","globosta",1
"42375","acabou","globosta",1
"42376","sistema","globosta",1
"42377","realmente","globosta",1
"42378","merda","globosta",1
"42379","daqui","globosta",1
"42380","demais","globosta",1
"42381","consequências","globosta",1
"42382","amor","globosta",1
"42383","culpa","globosta",1
"42384","saúde","globosta",1
"42385","europa","globosta",1
"42386","brasileiro","globosta",1
"42387","caso","globosta",1
"42388","conta","globosta",1
"42389","mãos","globosta",1
"42390","economia","globosta",1
"42391","venha","globosta",1
"42392","ódio","globosta",1
"42393","eua","globosta",1
"42394","pobre","globosta",1
"42395","algum","globosta",1
"42396","continuar","globosta",1
"42397","rj","globosta",1
"42398","menos","globosta",1
"42399","perfeito","globosta",1
"42400","sérgio","globosta",1
"42401","segurança","globosta",1
"42402","gera","globosta",1
"42403","mídia","globosta",1
"42404","independente","globosta",1
"42405","maiores","globosta",1
"42406","missões","globosta",1
"42407","cumpriu","globosta",1
"42408","escancarar","globosta",1
"42409","psicopatas","globosta",1
"42410","imundos","globosta",1
"42411","miserável","globosta",1
"42412","derrotista","globosta",1
"42413","tenra","globosta",1
"42414","idade","globosta",1
"42415","implantado","globosta",1
"42416","sentimento","globosta",1
"42417","vitimista","globosta",1
"42418","idéia","globosta",1
"42419","rico","globosta",1
"42420","privilegiado","globosta",1
"42421","financeiramente","globosta",1
"42422","praticamente","globosta",1
"42423","destinado","globosta",1
"42424","fracasso","globosta",1
"42425","revolta","globosta",1
"42426","combustível","globosta",1
"42427","militantes","globosta",1
"42428","travestidos","globosta",1
"42429","professores","globosta",1
"42430","soças","globosta",1
"42431","leblon","globosta",1
"42432","encontram","globosta",1
"42433","apatia","globosta",1
"42434","perspectiva","globosta",1
"42435","inspiração","globosta",1
"42436","músicas","globosta",1
"42437","filmes","globosta",1
"42438","pensar","globosta",1
"42439","aparentavam","globosta",1
"42440","serem","globosta",1
"42441","criaturas","globosta",1
"42442","nobres","globosta",1
"42443","sensíveis","globosta",1
"42444","2018","globosta",1
"42445","mostrou","globosta",1
"42446","galerinha","globosta",1
"42447","câncer","globosta",1
"42448","extirpado","globosta",1
"42449","decidir","globosta",1
"42450","assumirá","globosta",1
"42451","exato","globosta",1
"42452","momento","globosta",1
"42453","lhos","globosta",1
"42454","voltarem","globosta",1
"42455","roubara","globosta",1
"42456","dobro","globosta",1
"42457","roubaram","globosta",1
"42458","esbaldar","globosta",1
"42459","reflexos","globosta",1
"42460","gdes","globosta",1
"42461","infraestrutura","globosta",1
"42462","brutais","globosta",1
"42463","diferentemente","globosta",1
"42464","mensalão","globosta",1
"42465","operação","globosta",1
"42466","lava","globosta",1
"42467","jato","globosta",1
"42468","escândalos","globosta",1
"42469","corrupção","globosta",1
"42470","cabral","globosta",1
"42471","falará","globosta",1
"42472","parasitas","globosta",1
"42473","abafarão","globosta",1
"42474","imbecis","globosta",1
"42475","darão","globosta",1
"42476","cozidos","globosta",1
"42477","vivos","globosta",1
"42478","qdo","globosta",1
"42479","feia","globosta",1
"42480","mesmos","globosta",1
"42481","jornazistas","globosta",1
"42482","artistinhas","globosta",1
"42483","acontecer","sumirão",1
"42484","sempre","sumirão",1
"42485","povo","sumirão",1
"42486","verme","sumirão",1
"42487","falta","sumirão",1
"42488","bolsonaro","sumirão",1
"42489","contigo","sumirão",1
"42490","pr","sumirão",1
"42491","dessa","sumirão",1
"42492","poder","sumirão",1
"42493","inimigos","sumirão",1
"42494","nação","sumirão",1
"42495","feito","sumirão",1
"42496","precisa","sumirão",1
"42497","acabou","sumirão",1
"42498","sistema","sumirão",1
"42499","realmente","sumirão",1
"42500","merda","sumirão",1
"42501","daqui","sumirão",1
"42502","demais","sumirão",1
"42503","consequências","sumirão",1
"42504","amor","sumirão",1
"42505","culpa","sumirão",1
"42506","saúde","sumirão",1
"42507","europa","sumirão",1
"42508","brasileiro","sumirão",1
"42509","caso","sumirão",1
"42510","conta","sumirão",1
"42511","mãos","sumirão",1
"42512","economia","sumirão",1
"42513","venha","sumirão",1
"42514","ódio","sumirão",1
"42515","eua","sumirão",1
"42516","pobre","sumirão",1
"42517","algum","sumirão",1
"42518","continuar","sumirão",1
"42519","rj","sumirão",1
"42520","menos","sumirão",1
"42521","perfeito","sumirão",1
"42522","sérgio","sumirão",1
"42523","segurança","sumirão",1
"42524","gera","sumirão",1
"42525","mídia","sumirão",1
"42526","independente","sumirão",1
"42527","maiores","sumirão",1
"42528","missões","sumirão",1
"42529","cumpriu","sumirão",1
"42530","escancarar","sumirão",1
"42531","psicopatas","sumirão",1
"42532","imundos","sumirão",1
"42533","miserável","sumirão",1
"42534","derrotista","sumirão",1
"42535","tenra","sumirão",1
"42536","idade","sumirão",1
"42537","implantado","sumirão",1
"42538","sentimento","sumirão",1
"42539","vitimista","sumirão",1
"42540","idéia","sumirão",1
"42541","rico","sumirão",1
"42542","privilegiado","sumirão",1
"42543","financeiramente","sumirão",1
"42544","praticamente","sumirão",1
"42545","destinado","sumirão",1
"42546","fracasso","sumirão",1
"42547","revolta","sumirão",1
"42548","combustível","sumirão",1
"42549","militantes","sumirão",1
"42550","travestidos","sumirão",1
"42551","professores","sumirão",1
"42552","soças","sumirão",1
"42553","leblon","sumirão",1
"42554","encontram","sumirão",1
"42555","apatia","sumirão",1
"42556","perspectiva","sumirão",1
"42557","inspiração","sumirão",1
"42558","músicas","sumirão",1
"42559","filmes","sumirão",1
"42560","pensar","sumirão",1
"42561","aparentavam","sumirão",1
"42562","serem","sumirão",1
"42563","criaturas","sumirão",1
"42564","nobres","sumirão",1
"42565","sensíveis","sumirão",1
"42566","2018","sumirão",1
"42567","mostrou","sumirão",1
"42568","galerinha","sumirão",1
"42569","câncer","sumirão",1
"42570","extirpado","sumirão",1
"42571","decidir","sumirão",1
"42572","assumirá","sumirão",1
"42573","exato","sumirão",1
"42574","momento","sumirão",1
"42575","lhos","sumirão",1
"42576","voltarem","sumirão",1
"42577","roubara","sumirão",1
"42578","dobro","sumirão",1
"42579","roubaram","sumirão",1
"42580","esbaldar","sumirão",1
"42581","reflexos","sumirão",1
"42582","gdes","sumirão",1
"42583","infraestrutura","sumirão",1
"42584","brutais","sumirão",1
"42585","diferentemente","sumirão",1
"42586","mensalão","sumirão",1
"42587","operação","sumirão",1
"42588","lava","sumirão",1
"42589","jato","sumirão",1
"42590","escândalos","sumirão",1
"42591","corrupção","sumirão",1
"42592","cabral","sumirão",1
"42593","falará","sumirão",1
"42594","parasitas","sumirão",1
"42595","abafarão","sumirão",1
"42596","imbecis","sumirão",1
"42597","darão","sumirão",1
"42598","cozidos","sumirão",1
"42599","vivos","sumirão",1
"42600","qdo","sumirão",1
"42601","feia","sumirão",1
"42602","mesmos","sumirão",1
"42603","jornazistas","sumirão",1
"42604","artistinhas","sumirão",1
"42605","globosta","sumirão",1
"42606","acontecer","fugirão",1
"42607","sempre","fugirão",1
"42608","povo","fugirão",1
"42609","verme","fugirão",1
"42610","falta","fugirão",1
"42611","bolsonaro","fugirão",1
"42612","contigo","fugirão",1
"42613","pr","fugirão",1
"42614","dessa","fugirão",1
"42615","poder","fugirão",1
"42616","inimigos","fugirão",1
"42617","nação","fugirão",1
"42618","feito","fugirão",1
"42619","precisa","fugirão",1
"42620","acabou","fugirão",1
"42621","sistema","fugirão",1
"42622","realmente","fugirão",1
"42623","merda","fugirão",1
"42624","daqui","fugirão",1
"42625","demais","fugirão",1
"42626","consequências","fugirão",1
"42627","amor","fugirão",1
"42628","culpa","fugirão",1
"42629","saúde","fugirão",1
"42630","europa","fugirão",1
"42631","brasileiro","fugirão",1
"42632","caso","fugirão",1
"42633","conta","fugirão",1
"42634","mãos","fugirão",1
"42635","economia","fugirão",1
"42636","venha","fugirão",1
"42637","ódio","fugirão",1
"42638","eua","fugirão",1
"42639","pobre","fugirão",1
"42640","algum","fugirão",1
"42641","continuar","fugirão",1
"42642","rj","fugirão",1
"42643","menos","fugirão",1
"42644","perfeito","fugirão",1
"42645","sérgio","fugirão",1
"42646","segurança","fugirão",1
"42647","gera","fugirão",1
"42648","mídia","fugirão",1
"42649","independente","fugirão",1
"42650","maiores","fugirão",1
"42651","missões","fugirão",1
"42652","cumpriu","fugirão",1
"42653","escancarar","fugirão",1
"42654","psicopatas","fugirão",1
"42655","imundos","fugirão",1
"42656","miserável","fugirão",1
"42657","derrotista","fugirão",1
"42658","tenra","fugirão",1
"42659","idade","fugirão",1
"42660","implantado","fugirão",1
"42661","sentimento","fugirão",1
"42662","vitimista","fugirão",1
"42663","idéia","fugirão",1
"42664","rico","fugirão",1
"42665","privilegiado","fugirão",1
"42666","financeiramente","fugirão",1
"42667","praticamente","fugirão",1
"42668","destinado","fugirão",1
"42669","fracasso","fugirão",1
"42670","revolta","fugirão",1
"42671","combustível","fugirão",1
"42672","militantes","fugirão",1
"42673","travestidos","fugirão",1
"42674","professores","fugirão",1
"42675","soças","fugirão",1
"42676","leblon","fugirão",1
"42677","encontram","fugirão",1
"42678","apatia","fugirão",1
"42679","perspectiva","fugirão",1
"42680","inspiração","fugirão",1
"42681","músicas","fugirão",1
"42682","filmes","fugirão",1
"42683","pensar","fugirão",1
"42684","aparentavam","fugirão",1
"42685","serem","fugirão",1
"42686","criaturas","fugirão",1
"42687","nobres","fugirão",1
"42688","sensíveis","fugirão",1
"42689","2018","fugirão",1
"42690","mostrou","fugirão",1
"42691","galerinha","fugirão",1
"42692","câncer","fugirão",1
"42693","extirpado","fugirão",1
"42694","decidir","fugirão",1
"42695","assumirá","fugirão",1
"42696","exato","fugirão",1
"42697","momento","fugirão",1
"42698","lhos","fugirão",1
"42699","voltarem","fugirão",1
"42700","roubara","fugirão",1
"42701","dobro","fugirão",1
"42702","roubaram","fugirão",1
"42703","esbaldar","fugirão",1
"42704","reflexos","fugirão",1
"42705","gdes","fugirão",1
"42706","infraestrutura","fugirão",1
"42707","brutais","fugirão",1
"42708","diferentemente","fugirão",1
"42709","mensalão","fugirão",1
"42710","operação","fugirão",1
"42711","lava","fugirão",1
"42712","jato","fugirão",1
"42713","escândalos","fugirão",1
"42714","corrupção","fugirão",1
"42715","cabral","fugirão",1
"42716","falará","fugirão",1
"42717","parasitas","fugirão",1
"42718","abafarão","fugirão",1
"42719","imbecis","fugirão",1
"42720","darão","fugirão",1
"42721","cozidos","fugirão",1
"42722","vivos","fugirão",1
"42723","qdo","fugirão",1
"42724","feia","fugirão",1
"42725","mesmos","fugirão",1
"42726","jornazistas","fugirão",1
"42727","artistinhas","fugirão",1
"42728","globosta","fugirão",1
"42729","sumirão","fugirão",1
"42730","acontecer","fazem",1
"42731","sempre","fazem",1
"42732","povo","fazem",1
"42733","verme","fazem",1
"42734","falta","fazem",1
"42735","milhares","fazem",1
"42736","família","fazem",1
"42737","contigo","fazem",1
"42738","pr","fazem",1
"42739","dessa","fazem",1
"42740","poder","fazem",1
"42741","inimigos","fazem",1
"42742","nação","fazem",1
"42743","federal","fazem",1
"42744","feito","fazem",1
"42745","precisa","fazem",1
"42746","foto","fazem",1
"42747","acabou","fazem",1
"42748","sistema","fazem",1
"42749","realmente","fazem",1
"42750","merda","fazem",1
"42751","desemprego","fazem",1
"42752","trabalhador","fazem",1
"42753","auxílio","fazem",1
"42754","daqui","fazem",1
"42755","deveria","fazem",1
"42756","governadores","fazem",1
"42757","prefeitos","fazem",1
"42758","demais","fazem",1
"42759","infelizmente","fazem",1
"42760","sei","fazem",1
"42761","trabalhar","fazem",1
"42762","consequências","fazem",1
"42763","igual","fazem",1
"42764","errado","fazem",1
"42765","amor","fazem",1
"42766","comunistas","fazem",1
"42767","culpa","fazem",1
"42768","saúde","fazem",1
"42769","europa","fazem",1
"42770","fortunas","fazem",1
"42771","jeito","fazem",1
"42772","brasileiro","fazem",1
"42773","lembra","fazem",1
"42774","falou","fazem",1
"42775","mal","fazem",1
"42776","caso","fazem",1
"42777","conta","fazem",1
"42778","mãos","fazem",1
"42779","economia","fazem",1
"42780","venha","fazem",1
"42781","gosta","fazem",1
"42782","ódio","fazem",1
"42783","eua","fazem",1
"42784","pobre","fazem",1
"42785","algum","fazem",1
"42786","mito","fazem",1
"42787","gás","fazem",1
"42788","continuar","fazem",1
"42789","impostos","fazem",1
"42790","rj","fazem",1
"42791","kkkkkkkkkk","fazem",1
