"","item1","item2","n"
"59146","cuidado","neles",1
"59147","termos","neles",1
"59148","roubaram","neles",1
"59149","mesmos","neles",1
"59150","recife","neles",1
"59151","patrícia","neles",1
"59152","pensam","neles",1
"59153","grosso","neles",1
"59154","amo","neles",1
"59155","pagar","neles",1
"59156","mesma","neles",1
"59157","asneira","neles",1
"59158","mandando","neles",1
"59159","rrcifences","neles",1
"59160","prefetura","neles",1
"59161","debocha","neles",1
"59162","pernambucano","neles",1
"59163","redes","neles",1
"59164","sociais","neles",1
"59165","ratatuia","neles",1
"59166","patrecia","neles",1
"59167","delegadas","neles",1
"59168","sempre","fãs",1
"59169","foto","fãs",1
"59170","tirando","fãs",1
"59171","sempre","ator",1
"59172","foto","ator",1
"59173","tirando","ator",1
"59174","fãs","ator",1
"59175","sempre",".u.",1
"59176","foto",".u.",1
"59177","tirando",".u.",1
"59178","fãs",".u.",1
"59179","ator",".u.",1
"59180","sempre","ronald",1
"59181","foto","ronald",1
"59182","tirando","ronald",1
"59183","fãs","ronald",1
"59184","ator","ronald",1
"59185",".u.","ronald",1
"59186","sempre","reagan",1
"59187","foto","reagan",1
"59188","tirando","reagan",1
"59189","fãs","reagan",1
"59190","ator","reagan",1
"59191",".u.","reagan",1
"59192","ronald","reagan",1
"59193","sempre","aaaaamem",1
"59194","foto","aaaaamem",1
"59195","tirando","aaaaamem",1
"59196","fãs","aaaaamem",1
"59197","ator","aaaaamem",1
"59198",".u.","aaaaamem",1
"59199","ronald","aaaaamem",1
"59200","reagan","aaaaamem",1
"59201","outra","psdb",1
"59202","podemos","psdb",1
"59203","rua","psdb",1
"59204","acontecer","psdb",1
"59205","urnas","psdb",1
"59206","certeza","psdb",1
"59207","sempre","psdb",1
"59208","alienado","psdb",1
"59209","empresas","psdb",1
"59210","toca","psdb",1
"59211","covas","psdb",1
"59212","sp","psdb",1
"59213","vida","psdb",1
"59214","além","psdb",1
"59215","nenhum","psdb",1
"59216","morte","psdb",1
"59217","governo","psdb",1
"59218","sao","psdb",1
"59219","tempo","psdb",1
"59220","assunto","psdb",1
"59221","cidade","psdb",1
"59222","trabalho","psdb",1
"59223","público","psdb",1
"59224","doente","psdb",1
"59225","vote","psdb",1
"59226","www.facebook.","psdb",1
"59227","quase","psdb",1
"59228","mil","psdb",1
"59229","prefeitos","psdb",1
"59230","aumento","psdb",1
"59231","sei","psdb",1
"59232","nesse","psdb",1
"59233","aliados","psdb",1
"59234","dinheiro","psdb",1
"59235","mandato","psdb",1
"59236","passar","psdb",1
"59237","branco","psdb",1
"59238","lixo","psdb",1
"59239","brasileiro","psdb",1
"59240","vota","psdb",1
"59241","corja","psdb",1
"59242","mal","psdb",1
"59243","fazendo","psdb",1
"59244","novamente","psdb",1
"59245","aceita","psdb",1
"59246","dando","psdb",1
"59247","gosta","psdb",1
"59248","muitas","psdb",1
"59249","escroto","psdb",1
"59250","bandidos","psdb",1
"59251","humano","psdb",1
"59252","poste","psdb",1
"59253","eua","psdb",1
"59254","dória","psdb",1
"59255","lugar","psdb",1
"59256","deu","psdb",1
"59257","boas","psdb",1
"59258","casa","psdb",1
"59259","cabeça","psdb",1
"59260","novo","psdb",1
"59261","2020","psdb",1
"59262","kkkkkkkkkk","psdb",1
"59263","candidatos","psdb",1
"59264","fizeram","psdb",1
"59265","terceiro","psdb",1
"59266","corruptos","psdb",1
"59267","china","psdb",1
"59268","crime","psdb",1
"59269","problemas","psdb",1
"59270","eleição","psdb",1
"59271","bons","psdb",1
"59272","verdadeiro","psdb",1
"59273","verde","psdb",1
"59274","doria","psdb",1
"59275","votos","psdb",1
"59276","maiores","psdb",1
"59277","praticamente","psdb",1
"59278","criaturas","psdb",1
"59279","mesmos","psdb",1
"59280","ir","psdb",1
"59281","estar","psdb",1
"59282","russomano","psdb",1
"59283","kkkkk","psdb",1
"59284","deixe","psdb",1
"59285","sido","psdb",1
"59286","apenas","psdb",1
"59287","pagar","psdb",1
"59288","vídeos","psdb",1
"59289","entender","psdb",1
"59290","cobrar","psdb",1
"59291","aprende","psdb",1
"59292","virus","psdb",1
"59293","sera","psdb",1
"59294","pt","assistam",1
"59295","passar","assistam",1
"59296","vídeos","assistam",1
"59297","entender","assistam",1
"59298","psdb","assistam",1
"59299","pt","teatro",1
"59300","passar","teatro",1
"59301","vídeos","teatro",1
"59302","entender","teatro",1
"59303","psdb","teatro",1
"59304","assistam","teatro",1
"59305","pt","tesouras",1
"59306","passar","tesouras",1
"59307","vídeos","tesouras",1
"59308","entender","tesouras",1
"59309","psdb","tesouras",1
"59310","assistam","tesouras",1
"59311","teatro","tesouras",1
"59312","rua","paralelo",1
"59313","paulo","paralelo",1
"59314","empresas","paralelo",1
"59315","toca","paralelo",1
"59316","covas","paralelo",1
"59317","sp","paralelo",1
"59318","pt","paralelo",1
"59319","vida","paralelo",1
"59320","além","paralelo",1
"59321","nenhum","paralelo",1
"59322","morte","paralelo",1
"59323","governo","paralelo",1
"59324","assunto","paralelo",1
"59325","cidade","paralelo",1
"59326","prefeito","paralelo",1
"59327","trabalho","paralelo",1
"59328","www.facebook.","paralelo",1
"59329","mil","paralelo",1
"59330","aumento","paralelo",1
"59331","nesse","paralelo",1
"59332","mandato","paralelo",1
"59333","passar","paralelo",1
"59334","lixo","paralelo",1
"59335","jeito","paralelo",1
"59336","novamente","paralelo",1
"59337","bandidos","paralelo",1
"59338","humano","paralelo",1
"59339","poste","paralelo",1
"59340","lugar","paralelo",1
"59341","deu","paralelo",1
"59342","fizeram","paralelo",1
"59343","terceiro","paralelo",1
"59344","lamentável","paralelo",1
"59345","crime","paralelo",1
"59346","problemas","paralelo",1
"59347","votos","paralelo",1
"59348","maiores","paralelo",1
"59349","praticamente","paralelo",1
"59350","estar","paralelo",1
"59351","sido","paralelo",1
"59352","vídeos","paralelo",1
"59353","entender","paralelo",1
"59354","assistam","paralelo",1
"59355","teatro","paralelo",1
"59356","tesouras","paralelo",1
"59357","povo","enganado",1
"59358","família","enganado",1
"59359","pt","enganado",1
"59360","nenhum","enganado",1
"59361","cima","enganado",1
"59362","fácil","enganado",1
"59363","ajudar","enganado",1
"59364","aumento","enganado",1
"59365","igual","enganado",1
"59366","dinheiro","enganado",1
"59367","natal","enganado",1
"59368","aposentados","enganado",1
"59369","situação","enganado",1
"59370","brasileiro","enganado",1
"59371","motivo","enganado",1
"59372","comprar","enganado",1
"59373","tomar","enganado",1
"59374","cuidado","enganado",1
"59375","vejam","enganado",1
"59376","vídeos","enganado",1
"59377","entender","enganado",1
"59378","psdb","enganado",1
"59379","assistam","enganado",1
"59380","teatro","enganado",1
"59381","tesouras","enganado",1
"59382","paralelo","enganado",1
"59383","eleições","últimos",1
"59384","povo","últimos",1
"59385","empresas","últimos",1
"59386","emprego","últimos",1
"59387","república","últimos",1
"59388","voto","últimos",1
"59389","bolsonaro","últimos",1
"59390","pt","últimos",1
"59391","poder","últimos",1
"59392","inimigos","últimos",1
"59393","governo","últimos",1
"59394","mulheres","últimos",1
"59395","nunca","últimos",1
"59396","sinceramente","últimos",1
"59397","nele","últimos",1
"59398","acabou","últimos",1
"59399","maior","últimos",1
"59400","quase","últimos",1
"59401","esquerda","últimos",1
"59402","reais","últimos",1
"59403","buraco","últimos",1
"59404","igual","últimos",1
"59405","lá","últimos",1
"59406","passar","últimos",1
"59407","perde","últimos",1
"59408","trump","últimos",1
"59409","comunista","últimos",1
"59410","vírus","últimos",1
"59411","grandes","últimos",1
"59412","pior","últimos",1
"59413","continua","últimos",1
"59414","partido","últimos",1
"59415","parece","últimos",1
"59416","extremamente","últimos",1
"59417","biden","últimos",1
"59418","terroristas","últimos",1
"59419","lives","últimos",1
"59420","deu","últimos",1
"59421","contrário","últimos",1
"59422","americano","últimos",1
"59423","supremo","últimos",1
"59424","luta","últimos",1
"59425","sabem","últimos",1
"59426","fascista","últimos",1
"59427","esquecido","últimos",1
"59428","parte","últimos",1
"59429","china","últimos",1
"59430","quanto","últimos",1
"59431","séria","últimos",1
"59432","mídia","últimos",1
"59433","humor","últimos",1
"59434","votos","últimos",1
"59435","podem","últimos",1
"59436","direita","últimos",1
"59437","fantasmas","últimos",1
"59438","imundo","últimos",1
"59439","estado","últimos",1
"59440","poderá","últimos",1
"59441","vídeos","últimos",1
"59442","entender","últimos",1
"59443","psdb","últimos",1
"59444","assistam","últimos",1
"59445","teatro","últimos",1
"59446","tesouras","últimos",1
"59447","paralelo","últimos",1
"59448","enganado","últimos",1
"59449","urnas","40",1
"59450","eleições","40",1
"59451","povo","40",1
"59452","bolsonaro","40",1
"59453","pt","40",1
"59454","gado","40",1
"59455","quase","40",1
"59456","esquerda","40",1
"59457","aliados","40",1
"59458","passar","40",1
"59459","comunistas","40",1
"59460","jeito","40",1
"59461","candidatos","40",1
"59462","verdadeiro","40",1
"59463","mesmos","40",1
"59464","pagar","40",1
"59465","vídeos","40",1
"59466","entender","40",1
"59467","assistam","40",1
"59468","teatro","40",1
"59469","tesouras","40",1
"59470","paralelo","40",1
"59471","enganado","40",1
"59472","últimos","40",1
"59473","bolsonaro","acabando",1
"59474","filhos","acabando",1
"59475","gosto","acabando",1
"59476","aposentados","acabando",1
"59477","ganha","acabando",1
"59478","ano","pensionistas",1
"59479","ajuda","pensionistas",1
"59480","pergunta","pensionistas",1
"59481","ganha","pensionistas",1
"59482","porquê","pensionistas",1
"59483","acabando","pensionistas",1
"59484","aposentados","invisível",1
"59485","ganha","invisível",1
"59486","acabando","invisível",1
"59487","pensionistas","invisível",1
"59488","nunca","obrigou",1
"59489","candidato","obrigou",1
"59490","prefeito","obrigou",1
"59491","deste","obrigou",1
"59492","vote","obrigou",1
"59493","fundo","obrigou",1
"59494","eleitoral","obrigou",1
"59495","usar","obrigou",1
"59496","economia","obrigou",1
"59497","casa","obrigou",1
"59498","governador","obrigou",1
"59499","negócio","obrigou",1
"59500","rua","causaram",1
"59501","paulo","causaram",1
"59502","empresas","causaram",1
"59503","toca","causaram",1
"59504","covas","causaram",1
"59505","sp","causaram",1
"59506","vida","causaram",1
"59507","além","causaram",1
"59508","nenhum","causaram",1
"59509","morte","causaram",1
"59510","governo","causaram",1
"59511","nunca","causaram",1
"59512","assunto","causaram",1
"59513","cidade","causaram",1
"59514","candidato","causaram",1
"59515","trabalho","causaram",1
"59516","deste","causaram",1
"59517","vote","causaram",1
"59518","fundo","causaram",1
"59519","eleitoral","causaram",1
"59520","www.facebook.","causaram",1
"59521","mil","causaram",1
"59522","aumento","causaram",1
"59523","nesse","causaram",1
"59524","usar","causaram",1
"59525","mandato","causaram",1
"59526","lixo","causaram",1
"59527","jeito","causaram",1
"59528","novamente","causaram",1
"59529","economia","causaram",1
"59530","bandidos","causaram",1
"59531","humano","causaram",1
"59532","poste","causaram",1
"59533","lugar","causaram",1
"59534","deu","causaram",1
"59535","casa","causaram",1
"59536","fizeram","causaram",1
"59537","terceiro","causaram",1
"59538","lamentável","causaram",1
"59539","crime","causaram",1
"59540","problemas","causaram",1
"59541","votos","causaram",1
"59542","maiores","causaram",1
"59543","praticamente","causaram",1
"59544","governador","causaram",1
"59545","estar","causaram",1
"59546","sido","causaram",1
"59547","negócio","causaram",1
"59548","psdb","causaram",1
"59549","paralelo","causaram",1
"59550","obrigou","causaram",1
"59551","nunca","demissão",1
"59552","candidato","demissão",1
"59553","prefeito","demissão",1
"59554","deste","demissão",1
"59555","vote","demissão",1
"59556","fundo","demissão",1
"59557","eleitoral","demissão",1
"59558","usar","demissão",1
"59559","economia","demissão",1
"59560","casa","demissão",1
"59561","governador","demissão",1
"59562","negócio","demissão",1
"59563","obrigou","demissão",1
"59564","causaram","demissão",1
"59565","nunca","faliram",1
"59566","candidato","faliram",1
"59567","prefeito","faliram",1
"59568","deste","faliram",1
"59569","vote","faliram",1
"59570","fundo","faliram",1
"59571","eleitoral","faliram",1
"59572","usar","faliram",1
"59573","economia","faliram",1
"59574","casa","faliram",1
"59575","governador","faliram",1
"59576","negócio","faliram",1
"59577","obrigou","faliram",1
"59578","causaram","faliram",1
"59579","demissão","faliram",1
"59580","nunca","mentem",1
"59581","candidato","mentem",1
"59582","prefeito","mentem",1
"59583","deste","mentem",1
"59584","vote","mentem",1
"59585","fundo","mentem",1
"59586","eleitoral","mentem",1
"59587","usar","mentem",1
"59588","economia","mentem",1
"59589","casa","mentem",1
"59590","governador","mentem",1
"59591","negócio","mentem",1
"59592","obrigou","mentem",1
"59593","causaram","mentem",1
"59594","demissão","mentem",1
"59595","faliram","mentem",1
"59596","merece","arrebentando",1
"59597","empresas","arrebentando",1
"59598","resto","arrebentando",1
"59599","vida","arrebentando",1
"59600","nunca","arrebentando",1
"59601","candidato","arrebentando",1
"59602","deste","arrebentando",1
"59603","vote","arrebentando",1
"59604","fundo","arrebentando",1
"59605","eleitoral","arrebentando",1
"59606","usar","arrebentando",1
"59607","burro","arrebentando",1
"59608","tirando","arrebentando",1
"59609","casa","arrebentando",1
"59610","governador","arrebentando",1
"59611","negócio","arrebentando",1
"59612","obrigou","arrebentando",1
"59613","causaram","arrebentando",1
"59614","demissão","arrebentando",1
"59615","faliram","arrebentando",1
"59616","mentem","arrebentando",1
"59617","bolsonaro","bolsonaroate2026",1
"59618","orgulho","bolsonaroate2026",1
"59619","eleições","globalistas",1
